timestamp,tag_id,x,y,z,quality
1772315234.8228166,0,1.541,-4.621,0.341,51
1772315235.196942,0,1.366,-4.637,0.234,46
1772315235.196942,1,1.127,-4.523,0.918,54
1772315235.24503,0,1.366,-4.637,0.234,46
1772315235.24503,1,1.127,-4.523,0.918,54
1772315235.2601228,0,1.366,-4.637,0.234,46
1772315235.2601228,1,1.1,-4.461,0.902,54
1772315235.281434,0,1.318,-4.636,0.191,45
1772315235.281434,1,1.1,-4.461,0.902,54
1772315235.2959387,0,1.318,-4.636,0.191,45
1772315235.2959387,1,1.1,-4.461,0.902,54
1772315235.3101912,0,1.318,-4.636,0.191,45
1772315235.3101912,1,1.1,-4.461,0.902,54
1772315235.331014,0,1.318,-4.636,0.191,45
1772315235.331014,1,1.1,-4.461,0.902,54
1772315235.343787,0,1.318,-4.636,0.191,45
1772315235.343787,1,1.1,-4.461,0.902,54
1772315235.3599057,0,1.318,-4.636,0.191,45
1772315235.3599057,1,1.1,-4.461,0.902,54
1772315235.4408538,0,1.399,-4.633,0.246,52
1772315235.4408538,1,1.112,-4.495,0.883,52
1772315235.465231,0,1.399,-4.633,0.246,52
1772315235.465231,1,1.12,-4.514,0.898,54
1772315235.490996,0,1.479,-4.627,0.283,53
1772315235.490996,1,1.12,-4.514,0.898,54
1772315235.523986,0,1.479,-4.627,0.283,53
1772315235.523986,1,1.12,-4.514,0.898,54
1772315235.5911899,0,1.479,-4.627,0.283,53
1772315235.5911899,1,1.12,-4.47,0.897,56
1772315235.6595147,0,1.535,-4.628,0.323,53
1772315235.6595147,1,1.127,-4.504,0.894,53
1772315235.7210221,0,1.429,-4.621,0.296,47
1772315235.7210221,1,1.127,-4.504,0.894,53
1772315235.7656004,0,1.429,-4.621,0.296,47
1772315235.7656004,1,1.148,-4.524,0.897,55
1772315235.792943,0,1.498,-4.63,0.325,52
1772315235.792943,1,1.148,-4.524,0.897,55
1772315235.8269274,0,1.498,-4.63,0.325,52
1772315235.8269274,1,1.148,-4.524,0.897,55
1772315235.851646,0,1.498,-4.63,0.325,52
1772315235.851646,1,1.148,-4.524,0.897,55
1772315235.8853838,0,1.409,-4.631,0.273,45
1772315235.8853838,1,1.109,-4.459,0.887,53
1772315235.9245903,0,1.409,-4.631,0.273,45
1772315235.9245903,1,1.109,-4.459,0.887,53
1772315235.9666111,0,1.409,-4.631,0.273,45
1772315235.9666111,1,1.109,-4.459,0.887,53
1772315236.003854,0,1.328,-4.634,0.224,47
1772315236.003854,1,1.123,-4.486,0.863,52
1772315236.0381155,0,1.328,-4.634,0.224,47
1772315236.0381155,1,1.123,-4.486,0.863,52
1772315236.0662122,0,1.328,-4.634,0.224,47
1772315236.0662122,1,1.134,-4.506,0.867,54
1772315236.0882878,0,1.328,-4.634,0.224,47
1772315236.0882878,1,1.134,-4.506,0.867,54
1772315236.1227717,0,1.275,-4.649,0.21,45
1772315236.1227717,1,1.134,-4.506,0.867,54
1772315236.1667373,0,1.275,-4.649,0.21,45
1772315236.1667373,1,1.134,-4.506,0.867,54
1772315236.1946485,0,1.228,-4.657,0.204,46
1772315236.1946485,1,1.099,-4.449,0.866,54
1772315236.2369115,0,1.228,-4.657,0.204,46
1772315236.2369115,1,1.099,-4.449,0.866,54
1772315236.254767,0,1.228,-4.657,0.204,46
1772315236.254767,1,1.099,-4.449,0.866,54
1772315236.333459,0,1.321,-4.64,0.271,53
1772315236.333459,1,1.026,-4.38,0.861,51
1772315236.3737993,0,1.321,-4.64,0.271,53
1772315236.3737993,1,1.026,-4.38,0.861,51
1772315236.4191704,0,1.403,-4.635,0.296,51
1772315236.4191704,1,1.004,-4.348,0.859,51
1772315236.4528852,0,1.403,-4.635,0.296,51
1772315236.4528852,1,1.004,-4.348,0.859,51
1772315236.488501,0,1.331,-4.637,0.249,46
1772315236.488501,1,1.031,-4.407,0.848,72
1772315236.542068,0,1.331,-4.637,0.249,46
1772315236.542068,1,1.031,-4.407,0.848,72
1772315236.5749202,0,1.331,-4.637,0.249,46
1772315236.5749202,1,1.06,-4.447,0.851,53
1772315236.6411207,0,1.411,-4.63,0.283,52
1772315236.6411207,1,1.06,-4.447,0.851,53
1772315236.6755385,0,1.483,-4.642,0.316,52
1772315236.6755385,1,1.06,-4.447,0.851,53
1772315236.7151062,0,1.483,-4.642,0.316,52
1772315236.7151062,1,1.012,-4.362,0.878,51
1772315236.757119,0,1.483,-4.642,0.316,52
1772315236.757119,1,1.012,-4.362,0.878,51
1772315236.8086622,0,1.549,-4.634,0.359,55
1772315236.8086622,1,1.058,-4.415,0.872,54
1772315236.8332772,0,1.549,-4.634,0.359,55
1772315236.8332772,1,1.058,-4.415,0.872,54
1772315236.8663158,0,1.549,-4.634,0.359,55
1772315236.8663158,1,1.057,-4.371,0.864,55
1772315236.9268034,0,1.421,-4.628,0.302,48
1772315236.9268034,1,1.057,-4.371,0.864,55
1772315236.9497077,0,1.421,-4.628,0.302,48
1772315236.9497077,1,1.057,-4.371,0.864,55
1772315236.9641953,0,1.421,-4.628,0.302,48
1772315236.9641953,1,1.057,-4.371,0.864,55
1772315236.995683,0,1.341,-4.632,0.252,46
1772315236.995683,1,1.072,-4.429,0.885,77
1772315237.0385401,0,1.341,-4.632,0.252,46
1772315237.0385401,1,1.072,-4.429,0.885,77
1772315237.0720768,0,1.341,-4.632,0.252,46
1772315237.0720768,1,1.096,-4.471,0.891,54
1772315237.1197612,0,1.211,-4.496,0.423,53
1772315237.1197612,1,1.096,-4.471,0.891,54
1772315237.1724308,0,1.211,-4.496,0.423,53
1772315237.1724308,1,1.063,-4.419,0.917,55
1772315237.2267125,0,1.188,-4.54,0.341,46
1772315237.2267125,1,1.063,-4.419,0.917,55
1772315237.2552264,0,1.188,-4.54,0.341,46
1772315237.2552264,1,1.063,-4.419,0.917,55
1772315237.3193917,0,1.169,-4.577,0.276,46
1772315237.3193917,1,1.082,-4.463,0.905,53
1772315237.3436077,0,1.169,-4.577,0.276,46
