timestamp,px,py,pz,vx,vy,vz,yaw,pitch,roll
1772318521.9557464,1.579644974251775,-4.606495156323931,0.5828622477358242,0.0,0.0,0.0,52.1958527337576,-59.274956471997285,-110.03252652208845
1772318521.9929774,1.6056869590167189,-4.631422195820318,0.5491116259851897,0.0,0.0,0.0,54.591446992598755,-58.24151605324912,-113.49998283069718
1772318522.0570242,1.5527134636575652,-4.604460683984376,0.6260606189194029,0.0,0.0,0.0,62.302047578926015,-57.633931791159696,-123.43640977600879
1772318522.1117504,1.5692629817354418,-4.606810049750144,0.6395726249277788,0.0,0.0,0.0,59.920823049955864,-55.71383973062813,-121.86106805397333
1772318522.1965318,1.572970527978555,-4.60734613801665,0.6474132601344215,0.0,0.0,0.0,59.64914483398486,-55.59709264403738,-121.58991613309
1772318522.2453523,1.572970527978555,-4.60734613801665,0.6474132601344215,0.0,0.0,0.0,59.64914483398486,-55.59709264403738,-121.58991613309
1772318522.2975738,1.5732857421410613,-4.605131408539836,0.644029134938599,0.000963353854011228,0.006538728967009751,-0.009879569822411243,60.69561730302744,-55.84904202234155,-122.64553197806315
1772318522.3143764,1.5732857421410613,-4.605131408539836,0.644029134938599,0.0,0.0,0.0,60.69561730302744,-55.84904202234155,-122.64553197806315
1772318522.3364384,1.572637029767682,-4.604187626131062,0.6407418460351454,-0.002707907280043175,0.004143996744563094,-0.016354987277965725,-0.9622317671836459,-10.0221901042945,-18.328130449064258
1772318522.370549,1.5726494534941946,-4.604172857160085,0.6406922100441188,3.330251652351809e-05,5.544299677187442e-05,-0.00021021662716984042,-0.15671338017495173,0.3956882439319237,-9.646447283412598
1772318522.3947144,1.6127643508657048,-4.658848875814458,0.5373364968476282,0.05500443212635229,-0.12686015880497276,-0.24783509270820714,-0.276778258639305,0.07271858167328986,-9.914231540385869
1772318522.454221,1.5679264799371178,-4.600524269933757,0.6449549108770606,0.0,0.0,0.0,-0.03982319816754447,1.1942224144266935,-8.970588705264673
1772318522.494256,1.563692408663213,-4.5890851663796495,0.6457940496748672,0.0,0.0,0.0,-0.10325431666761482,0.7429517529685877,-9.36329865739372
1772318522.5247893,1.5636922378445628,-4.589085206521884,0.6457951496698451,-3.3254787469865645e-07,-6.979696141630641e-08,1.9519319736992225e-06,-0.0062768018999189825,1.3299588493309458,-8.855326390599426
1772318522.584446,1.598638537353748,-4.6283143721858515,0.5753432466354519,0.03756492588780979,-0.06973194615813508,-0.1303625924473902,-0.22770804741975761,0.6170734229442093,-9.458972764231078
1772318522.620715,1.5610642037188416,-4.5819957309420944,0.6477496626308782,0.0,0.0,0.0,-0.4243482947416146,-0.9123081116742376,-10.77616735243712
1772318522.6524248,1.5609688843389753,-4.582003849935445,0.6482627000949193,0.0,0.0,0.0,-0.024274288867606967,1.2472895751726514,-8.926553940779646
1772318522.6756704,1.5599839330899972,-4.584028431744465,0.6420983471935873,-5.182263439891354e-06,-7.763381923547659e-07,2.828114242302916e-05,-0.02432530123042397,1.2568789490478576,-8.918023464203877
1772318522.696161,1.5599839330899972,-4.584028431744465,0.6420983471935873,0.0,0.0,0.0,-0.02432530123042397,1.2568789490478576,-8.918023464203877
1772318522.7140617,1.5599839148147234,-4.584028434263437,0.6420984424494999,0.0,0.0,0.0,-0.002047862007055937,1.3576346382499274,-8.831277722878172
1772318522.730442,1.5599839146789571,-4.584028434282238,0.6420984431589462,0.0,0.0,0.0,-0.0001754620961805751,1.3660700361094673,-8.824011996449542
1772318522.7439692,1.5599839146789571,-4.584028434282238,0.6420984431589462,0.0,0.0,0.0,-0.0001754620961805751,1.3660700361094673,-8.824011996449542
1772318522.7611868,1.5599839146779495,-4.584028434282378,0.6420984431642238,0.0,0.0,0.0,-1.8283349384287734e-05,1.3667779148150399,-8.823402250813164
1772318522.784357,1.5574038759845052,-4.585119758272917,0.6415069499573763,0.0,0.0,0.0,-0.09567855528417617,1.0489366975328605,-9.093758463773751
1772318522.797989,1.5573927241704846,-4.585125777329254,0.6415640063440603,-1.3652944876738557e-05,-7.671367627290626e-06,7.27306043836314e-05,-0.008089573881789432,1.3401864504272492,-8.846056848615623
1772318522.811878,1.5573927241704846,-4.585125777329254,0.6415640063440603,0.0,0.0,0.0,-0.008089573881789432,1.3401864504272492,-8.846056848615623
