timestamp,tag_id,x,y,z,quality
1773080573.3300142,0,1.508,-4.384,0.593,55
1773080573.3483448,0,1.508,-4.384,0.593,55
1773080573.3609955,0,1.508,-4.384,0.593,55
1773080573.3773315,0,1.507,-4.389,0.591,57
1773080573.3905196,0,1.507,-4.389,0.591,57
1773080573.4030533,0,1.507,-4.389,0.591,57
1773080573.4149678,0,1.507,-4.389,0.591,57
1773080573.4328692,0,1.507,-4.389,0.591,57
1773080573.4551408,0,1.507,-4.389,0.591,57
1773080573.4551408,1,1.034,-4.117,0.882,56
1773080573.4994285,0,1.516,-4.382,0.579,57
1773080573.4994285,1,1.037,-4.154,0.862,54
1773080573.5526304,0,1.516,-4.382,0.579,57
1773080573.5526304,1,1.037,-4.154,0.862,54
1773080573.576176,0,1.508,-4.385,0.6,58
1773080573.576176,1,1.037,-4.154,0.862,54
1773080573.6252337,0,1.508,-4.385,0.6,58
1773080573.6252337,1,1.044,-4.178,0.862,56
1773080573.6525624,0,1.508,-4.385,0.6,58
1773080573.6525624,1,1.044,-4.178,0.862,56
1773080573.686763,0,1.497,-4.383,0.574,54
1773080573.686763,1,1.044,-4.178,0.862,56
1773080573.7364779,0,1.497,-4.383,0.574,54
1773080573.7364779,1,1.146,-4.187,0.946,70
1773080573.7816849,0,1.483,-4.383,0.576,56
1773080573.7816849,1,1.146,-4.187,0.946,70
1773080573.8156438,0,1.483,-4.383,0.576,56
1773080573.8156438,1,1.146,-4.187,0.946,70
1773080573.8483245,0,1.483,-4.383,0.576,56
1773080573.8483245,1,1.121,-4.205,0.919,55
1773080573.8680408,0,1.472,-4.383,0.569,55
1773080573.8680408,1,1.121,-4.205,0.919,55
1773080573.8925025,0,1.472,-4.383,0.569,55
1773080573.8925025,1,1.104,-4.214,0.928,57
1773080573.9136457,0,1.472,-4.383,0.569,55
1773080573.9136457,1,1.104,-4.214,0.928,57
1773080573.931256,0,1.472,-4.383,0.569,55
1773080573.931256,1,1.104,-4.214,0.928,57
1773080573.9673004,0,1.469,-4.383,0.575,56
1773080573.9673004,1,1.104,-4.214,0.928,57
1773080574.0263815,0,1.469,-4.383,0.575,56
1773080574.0263815,1,1.029,-4.125,0.897,54
1773080574.0417497,0,1.469,-4.383,0.575,56
1773080574.0417497,1,1.029,-4.125,0.897,54
1773080574.05996,0,1.49,-4.374,0.557,56
1773080574.05996,1,1.029,-4.125,0.897,54
1773080574.0774899,0,1.49,-4.374,0.557,56
1773080574.0774899,1,1.029,-4.125,0.897,54
1773080574.092246,0,1.49,-4.374,0.557,56
1773080574.092246,1,1.031,-4.16,0.919,57
1773080574.1059167,0,1.49,-4.374,0.557,56
1773080574.1059167,1,1.031,-4.16,0.919,57
1773080574.1247551,0,1.49,-4.374,0.557,56
1773080574.1247551,1,1.031,-4.16,0.919,57
1773080574.1494162,0,1.49,-4.374,0.557,56
1773080574.1494162,1,1.031,-4.16,0.919,57
1773080574.1642547,0,1.492,-4.379,0.563,56
1773080574.1642547,1,1.031,-4.16,0.919,57
1773080574.186846,0,1.492,-4.379,0.563,56
1773080574.186846,1,1.16,-4.181,0.991,71
1773080574.21425,0,1.492,-4.379,0.563,56
1773080574.21425,1,1.16,-4.181,0.991,71
1773080574.241641,0,1.492,-4.379,0.563,56
1773080574.241641,1,1.16,-4.181,0.991,71
1773080574.2625835,0,1.492,-4.379,0.563,56
1773080574.2625835,1,1.16,-4.181,0.991,71
1773080574.312798,0,1.498,-4.375,0.552,56
1773080574.312798,1,1.161,-4.198,0.987,60
1773080574.3578675,0,1.498,-4.375,0.552,56
1773080574.3578675,1,1.161,-4.198,0.987,60
1773080574.3720975,0,1.496,-4.372,0.548,56
1773080574.3720975,1,1.161,-4.198,0.987,60
1773080574.4068236,0,1.496,-4.372,0.548,56
1773080574.4068236,1,1.153,-4.202,0.972,59
1773080574.447271,0,1.496,-4.372,0.548,56
1773080574.447271,1,1.153,-4.202,0.972,59
1773080574.4628646,0,1.496,-4.372,0.548,56
1773080574.4628646,1,1.153,-4.202,0.972,59
1773080574.5024405,0,1.498,-4.376,0.555,57
1773080574.5024405,1,1.138,-4.221,0.933,55
1773080574.5157475,0,1.498,-4.376,0.555,57
1773080574.5157475,1,1.138,-4.221,0.933,55
1773080574.5300202,0,1.498,-4.376,0.555,57
1773080574.5300202,1,1.138,-4.221,0.933,55
1773080574.5491114,0,1.498,-4.376,0.555,57
1773080574.5491114,1,1.138,-4.221,0.933,55
1773080574.6055021,0,1.5,-4.38,0.562,57
1773080574.6055021,1,1.138,-4.221,0.933,55
1773080574.6400669,0,1.5,-4.38,0.562,57
1773080574.6400669,1,1.045,-4.121,0.914,55
1773080574.6624854,0,1.5,-4.38,0.562,57
1773080574.6624854,1,1.045,-4.121,0.914,55
1773080574.683586,0,1.488,-4.384,0.544,60
1773080574.683586,1,1.045,-4.121,0.914,55
1773080574.7052171,0,1.488,-4.384,0.544,60
1773080574.7052171,1,1.082,-4.161,0.908,59
1773080574.7304695,0,1.488,-4.384,0.544,60
1773080574.7304695,1,1.082,-4.161,0.908,59
1773080574.7470973,0,1.488,-4.384,0.544,60
1773080574.7470973,1,1.082,-4.161,0.908,59
1773080574.7861962,0,1.51,-4.369,0.554,59
1773080574.7861962,1,1.082,-4.161,0.908,59
1773080574.8055248,0,1.51,-4.369,0.554,59
1773080574.8055248,1,1.06,-4.112,0.894,51
1773080574.8496807,0,1.51,-4.369,0.554,59
1773080574.8496807,1,1.06,-4.112,0.894,51
1773080574.885851,0,1.492,-4.408,1.211,59
1773080574.885851,1,1.044,-4.072,0.882,51
1773080574.9160116,0,1.492,-4.408,1.211,59
1773080574.9160116,1,1.044,-4.072,0.882,51
1773080574.9429462,0,1.492,-4.408,1.211,59
1773080574.9429462,1,1.044,-4.072,0.882,51
1773080574.9760983,0,1.492,-4.408,1.211,59
1773080574.9760983,1,1.044,-4.072,0.882,51
1773080575.0136385,0,1.45,-4.427,1.695,57
1773080575.0136385,1,1.033,-4.047,0.875,52
1773080575.0309248,0,1.45,-4.427,1.695,57
1773080575.0309248,1,1.033,-4.047,0.875,52
1773080575.0715046,0,1.452,-4.417,1.434,57
1773080575.0715046,1,1.033,-4.047,0.875,52
1773080575.1052837,0,1.452,-4.417,1.434,57
1773080575.1052837,1,1.016,-4.016,0.931,54
1773080575.1377885,0,1.452,-4.417,1.434,57
1773080575.1377885,1,1.016,-4.016,0.931,54
1773080575.1544096,0,1.465,-4.407,1.198,55
1773080575.1544096,1,1.016,-4.016,0.931,54
1773080575.1723073,0,1.465,-4.407,1.198,55
1773080575.1723073,1,1.016,-4.016,0.931,54
1773080575.2085724,0,1.465,-4.407,1.198,55
1773080575.2085724,1,1.051,-4.081,0.916,58
1773080575.2412846,0,1.465,-4.407,1.198,55
1773080575.2412846,1,1.051,-4.081,0.916,58
1773080575.257807,0,1.49,-4.399,1.063,59
1773080575.257807,1,1.051,-4.081,0.916,58
1773080575.2778,0,1.49,-4.399,1.063,59
1773080575.2778,1,1.051,-4.081,0.916,58
1773080575.298987,0,1.49,-4.399,1.063,59
1773080575.298987,1,1.069,-4.13,0.911,57
1773080575.3317435,0,1.49,-4.399,1.063,59
1773080575.3317435,1,1.069,-4.13,0.911,57
1773080575.3548203,0,1.49,-4.399,1.063,59
1773080575.3548203,1,1.069,-4.13,0.911,57
1773080575.3802402,0,1.522,-4.384,0.932,58
1773080575.3802402,1,1.069,-4.13,0.911,57
1773080575.41837,0,1.522,-4.384,0.932,58
1773080575.41837,1,1.082,-4.162,0.926,59
1773080575.4479566,0,1.522,-4.384,0.932,58
1773080575.4479566,1,1.082,-4.162,0.926,59
1773080575.4627287,0,1.522,-4.384,0.932,58
1773080575.4627287,1,1.082,-4.162,0.926,59
1773080575.4821157,0,1.529,-4.375,0.845,58
1773080575.4821157,1,1.082,-4.162,0.926,59
1773080575.5208182,0,1.529,-4.375,0.845,58
1773080575.5208182,1,1.06,-4.103,0.924,52
1773080575.8811483,0,1.502,-4.436,1.432,57
1773080575.8811483,1,1.102,-4.116,0.924,56
1773080576.0867383,0,1.501,-4.425,1.049,62
1773080576.0867383,1,1.127,-4.16,0.949,61
1773080576.2132134,0,1.5,-4.412,0.943,58
1773080576.2132134,1,1.091,-4.115,0.926,51
1773080576.2725472,0,1.495,-4.397,0.851,57
1773080576.2725472,1,1.091,-4.115,0.926,51
1773080576.307324,0,1.495,-4.397,0.851,57
1773080576.307324,1,1.086,-4.087,0.897,53
1773080576.32888,0,1.495,-4.397,0.851,57
1773080576.32888,1,1.086,-4.087,0.897,53
1773080576.3584871,0,1.495,-4.397,0.851,57
1773080576.3584871,1,1.086,-4.087,0.897,53
1773080576.380979,0,1.499,-4.392,0.797,58
1773080576.380979,1,1.107,-4.13,0.915,60
1773080576.4223764,0,1.499,-4.392,0.797,58
1773080576.4223764,1,1.107,-4.13,0.915,60
1773080576.4572477,0,1.499,-4.392,0.797,58
1773080576.4572477,1,1.107,-4.13,0.915,60
1773080576.4723556,0,1.502,-4.387,0.719,55
1773080576.4723556,1,1.107,-4.13,0.915,60
1773080576.514357,0,1.502,-4.387,0.719,55
1773080576.514357,1,1.083,-4.089,0.886,51
1773080576.5645747,0,1.502,-4.387,0.719,55
1773080576.5645747,1,1.083,-4.089,0.886,51
1773080576.6233547,0,1.47,-4.391,0.669,58
1773080576.6233547,1,1.11,-4.128,0.895,60
1773080576.6392536,0,1.47,-4.391,0.669,58
1773080576.6392536,1,1.11,-4.128,0.895,60
1773080576.652413,0,1.47,-4.391,0.669,58
1773080576.652413,1,1.11,-4.128,0.895,60
1773080576.6722171,0,1.491,-4.387,0.67,60
1773080576.6722171,1,1.11,-4.128,0.895,60
1773080576.6858895,0,1.491,-4.387,0.67,60
1773080576.6858895,1,1.134,-4.159,0.893,59
1773080576.7179613,0,1.491,-4.387,0.67,60
1773080576.7179613,1,1.134,-4.159,0.893,59
1773080576.7486987,0,1.491,-4.387,0.67,60
