x,y,yaw
1.6240148077579442,-4.250682736799411,1.5337904526853485
1.6251538801020569,-4.219915936600951,1.5337904526853485
1.6262929524461693,-4.18914913640249,1.5337904526853485
1.627432024790282,-4.1583823362040295,1.5337904526853485
1.6285710971343947,-4.127615536005568,1.5337904526853485
1.6297101694785072,-4.096848735807108,1.5337904526853485
1.63084924182262,-4.066081935608648,1.5337904526853485
1.6319883141667326,-4.035315135410187,1.5337904526853485
1.6331273865108453,-4.004548335211727,1.5337904526853485
1.6342664588549578,-3.973781535013266,1.5337904526853485
1.6354055311990705,-3.9430147348148052,1.5337904526853485
1.6365446035431832,-3.9122479346163446,1.5337904526853485
1.6376836758872957,-3.881481134417884,1.5337904526853485
1.6388227482314084,-3.8507143342194237,1.5337904526853485
1.639961820575521,-3.819947534020963,1.5337904526853485
1.6411008929196336,-3.7891807338225023,1.5337904526853485
1.6422399652637463,-3.7584139336240416,1.5337904526853485
1.643379037607859,-3.727647133425581,1.5337904526853485
1.6445181099519717,-3.6968803332271207,1.5337904526853485
1.6456571822960842,-3.66611353302866,1.5337904526853485
1.6467962546401969,-3.6353467328301994,1.5337904526853485
1.6479353269843096,-3.6045799326317387,1.5337904526853485
1.649074399328422,-3.573813132433278,1.5337904526853485
1.6502134716725347,-3.543046332234818,1.5337904526853485
1.6513525440166474,-3.512279532036357,1.5337904526853485
1.65249161636076,-3.4815127318378964,1.5337904526853485
1.6536306887048726,-3.4507459316394358,1.5337904526853485
1.6547697610489853,-3.419979131440975,1.5337904526853485
1.6559088333930978,-3.389212331242515,1.5337904526853485
1.6570479057372105,-3.358445531044054,1.5337904526853485
1.6581869780813232,-3.3276787308455935,1.5337904526853485
1.659326050425436,-3.2969119306471333,1.5337904526853485
1.6604651227695484,-3.266145130448672,1.5337904526853485
1.661604195113661,-3.235378330250212,1.5337904526853485
1.6627432674577738,-3.2046115300517513,1.5337904526853485
1.6638823398018863,-3.1738447298532906,1.5337904526853485
1.665021412145999,-3.14307792965483,1.5337904526853485
1.6661604844901117,-3.1123111294563692,1.5337904526853485
1.6672995568342242,-3.081544329257909,1.5337904526853485
1.6684386291783369,-3.0507775290594483,1.5337904526853485
1.6695777015224496,-3.0200107288609876,1.5337904526853485
1.670716773866562,-2.9892439286625274,1.5337904526853485
1.6718558462106747,-2.9584771284640663,1.5337904526853485
1.6729949185547874,-2.927710328265606,1.5337904526853485
1.6741339908989001,-2.8969435280671454,1.5337904526853485
1.6752730632430126,-2.8661767278686847,1.5337904526853485
1.6764121355871253,-2.835409927670224,1.5337904526853485
1.677551207931238,-2.8046431274717634,1.5337904526853485
1.6786902802753505,-2.773876327273303,1.5337904526853485
1.6798293526194632,-2.7431095270748425,1.5337904526853485
1.680968424963576,-2.712342726876382,1.5337904526853485
1.6821074973076884,-2.6815759266779216,1.5337904526853485
1.683246569651801,-2.6508091264794604,1.5337904526853485
1.6843856419959138,-2.620042326281,1.5337904526853485
1.6855247143400263,-2.5892755260825395,1.5337904526853485
1.686663786684139,-2.558508725884079,1.5337904526853485
1.6878028590282517,-2.5277419256856186,1.5337904526853485
1.6889419313723644,-2.4969751254871575,1.5337904526853485
1.6900810037164768,-2.4662083252886973,1.5337904526853485
1.6912200760605895,-2.435441525090237,1.5337904526853485
1.6923591484047023,-2.404674724891776,1.5337904526853485
1.6934982207488147,-2.3739079246933157,1.5337904526853485
1.6946372930929274,-2.343141124494855,1.5337904526853485
1.6957763654370401,-2.3123743242963943,1.5337904526853485
1.6969154377811526,-2.2816075240979337,1.5337904526853485
1.6980545101252653,-2.250840723899473,1.5337904526853485
1.699193582469378,-2.2200739237010123,1.5337904526853485
1.7003326548134905,-2.189307123502552,1.5337904526853485
1.7014717271576032,-2.1585403233040914,1.5337904526853485
1.702610799501716,-2.1277735231056307,1.5337904526853485
1.7037498718458286,-2.09700672290717,1.5337904526853485
1.704888944189941,-2.06623992270871,1.5337904526853485
1.7060280165340538,-2.0354731225102487,1.5337904526853485
1.7071670888781665,-2.0047063223117885,1.5337904526853485
1.708306161222279,-1.9739395221133278,1.5337904526853485
1.7094452335663917,-1.9431727219148671,1.5337904526853485
1.7105843059105044,-1.9124059217164069,1.5337904526853485
1.7117233782546168,-1.8816391215179462,1.5337904526853485
1.7128624505987295,-1.8508723213194855,1.5337904526853485
1.7140015229428422,-1.8201055211210249,1.5337904526853485
1.7151405952869547,-1.7893387209225646,1.5337904526853485
1.7162796676310674,-1.7585719207241035,1.5337904526853485
1.7174187399751801,-1.7278051205256433,1.5337904526853485
1.7185578123192928,-1.6970383203271826,1.5337904526853485
1.7196968846634053,-1.666271520128722,1.5337904526853485
1.720835957007518,-1.6355047199302613,1.5337904526853485
1.7219750293516307,-1.604737919731801,1.5337904526853485
1.7231141016957432,-1.5739711195333403,1.5337904526853485
1.724253174039856,-1.5432043193348797,1.5337904526853485
1.7253922463839686,-1.512437519136419,1.5337904526853485
1.7265313187280813,-1.4816707189379583,1.5337904526853485
1.7276703910721938,-1.450903918739498,1.5337904526853485
1.7288094634163065,-1.420137118541037,1.5337904526853485
1.7299485357604192,-1.3893703183425767,1.5337904526853485
1.7310876081045317,-1.358603518144116,1.5337904526853485
1.7322266804486444,-1.3278367179456554,1.5337904526853485
1.733365752792757,-1.2970699177471947,1.5337904526853485
1.7345048251368695,-1.2663031175487345,1.5337904526853485
1.7356438974809822,-1.2355363173502738,1.5337904526853485
1.736782969825095,-1.2047695171518131,1.5337904526853485
